Date,Order Id,Nonprofit,Donation Currency,Donation Amount,Fee
30/03/2019,DE129f63d03f1b9,Tender Heart Education Society,USD,65.00,1.62
30/03/2019,DE129f640b60b99,Navnirman Trust (Jagrutha Mahila Sanghatan),SGD,49.00,0.99
30/03/2019,DE129f65e0ee33b,Bal Sansar Sanstha,USD,100.00,2.38
30/03/2019,DE129f6a5e9a8ba,Khel Khel Mein Foundation,GBP,10.00,0.34
30/03/2019,DE129f6ae7d9cfa,Simple Education Foundation,USD,300.00,6.74
30/03/2019,DE129f7117d144e,Sahyog Care For You,USD,100.00,2.38
30/03/2019,DE129f72386c025,Dream a Dream,USD,35.00,0.96
30/03/2019,DE129f727dcd601,Ek Tara,CAD,49.00,1.00
30/03/2019,DE129f74a50d7fe,South Central India Network for Development Alternatives,USD,30.00,0.85
30/03/2019,DE129f78dd4f57f,Foundation for Mother and Child Health,SGD,300.00,5.02
30/03/2019,DE129f7a7c84fa5,Family of Disabled (Fod),USD,300.00,6.74
30/03/2019,DE129f7bc390af6,Sevalaya,USD,75.00,1.83
30/03/2019,DE129f7bea8e2da,South Central India Network for Development Alternatives,USD,20.00,0.64
30/03/2019,DE129f7d10cc8ef,Tender Heart Education Society,USD,577.00,12.77
30/03/2019,DE129f7e0d70bb5,Peepal Foundation,USD,577.00,12.77
30/03/2019,DE129f7e2fb426d,Sri Sathya Sai Health & Education Trust,SGD,30.00,0.68
30/03/2019,DE129f7ebb32437,Hope Kolkata Foundation,USD,22.00,0.68
30/03/2019,DE129f816049813,Bangiya Ayurveda Samaj,USD,25.00,0.74
30/03/2019,DE129f85094690f,Sayodhya Home for Women in Need,GBP,10.00,0.34
30/03/2019,DE129f955b689b6,Quality Education Support Trust (QUEST),CAD,20.00,0.53
30/03/2019,DE129f9a8ddba64,Ek Tara,USD,37.00,1.01
30/03/2019,DE129f9d44dd174,Gir Pachhat Jati Vikas Seva Samiti,USD,37.00,1.01
30/03/2019,DE129fa2f1e6b0c,Change With One Foundation,USD,25.00,0.74
30/03/2019,DE129fa39462cc8,Bangiya Ayurveda Samaj,USD,65.00,1.62
30/03/2019,DE129fa57cb8571,The CounterMedia Trust,USD,100.00,2.38
30/03/2019,DE129fa6e375ba0,Shikshan Ane Samaj Kalyan Kendra,USD,74.00,1.81
30/03/2019,DE129fa70302607,Rostrum India Social Organization,USD,10.00,0.42
30/03/2019,DE129fa73165cd9,Gir Pachhat Jati Vikas Seva Samiti,USD,20.00,0.64
30/03/2019,DE129fa785e67f4,Gubbachi Learning Community,USD,346.00,7.74
30/03/2019,DE129fa7a163f3c,Cross Blood Foundation,USD,35.00,0.96
30/03/2019,DE129fa9a11ab4b,South Central India Network for Development Alternatives,USD,50.00,1.29
30/03/2019,DE129fab2954a20,Sanjeevani Life Beyond Cancer,USD,116.00,2.73
30/03/2019,DE129fabcd7d6f3,Vidyarthi Sahayak Samiti,USD,51.00,1.31
30/03/2019,DE129fafe9eb097,Humana People to People India,USD,100.00,2.38
30/03/2019,DE129fb0ebd16ae,Sahyog Care For You,USD,100.00,2.38
30/03/2019,DE129fb6bdb2d14,Sanjeevani Life Beyond Cancer,USD,50.00,1.29
30/03/2019,DE129fb835ebffb,Hariraj Charitable Trust,USD,600.00,13.27
30/03/2019,DE129fc2b514942,Hope Kolkata Foundation,USD,50.00,1.29
30/03/2019,DE129fd5eb0d990,South Central India Network for Development Alternatives,GBP,50.00,0.90
30/03/2019,DE129fd7379a4bb,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,37.00,1.01
30/03/2019,DE129fe4551bcd8,NavGurukul Foundation for Social Welfare,USD,50.00,1.29
30/03/2019,DE129fe4ed87c2e,The Association of People with Disability,GBP,50.00,0.90
30/03/2019,DE129fe5e9666d0,Gir Pachhat Jati Vikas Seva Samiti,USD,30.00,0.85
30/03/2019,DE129fe74b7dc36,Gubbachi Learning Community,USD,150.00,3.47
30/03/2019,DE129fecc87bb6f,Amenity Lifeline Emergency Response Team (ALERT),USD,20.00,0.64
30/03/2019,DE129fee5e56846,Synodical Board of Social Services of the Church of North India,USD,25.00,0.74
30/03/2019,DE129ff03ed2764,Rostrum India Social Organization,USD,50.00,1.29
30/03/2019,DE129ff0f42bc1c,Agrani India Foundation,GBP,15.00,0.41
30/03/2019,DE129ff194668b0,South Central India Network for Development Alternatives,USD,65.00,1.62
30/03/2019,DE129ff5969de68,Synodical Board of Social Services of the Church of North India,GBP,60.00,1.04
30/03/2019,DE129ffa3a9308c,Sanjeevani Life Beyond Cancer,USD,25.00,0.74
30/03/2019,DE129ffa79e9b0e,Let's Live Together Charitable Trust,AUD,51.00,0.99
30/03/2019,DE129ffdf7c7ebe,The Akshaya Patra Foundation,USD,100.00,2.38
30/03/2019,DE12a002a727322,Prayas,USD,65.00,1.62
31/03/2019,DE12a004c458f49,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,25.00,0.74
31/03/2019,DE12a004cda4be6,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,USD,65.00,1.62
31/03/2019,DE12a00bbf939d0,Vaishnavi Welfare and Charitable Trust,USD,100.00,2.38
31/03/2019,DE12a00ccd205a8,Centre for Wildlife Studies,GBP,50.00,0.90
31/03/2019,DE12a0102a6451a,Community Reconstruction of Social Service (CROSS),USD,75.00,1.83
31/03/2019,DE12a019150262a,The Akshaya Patra Foundation,USD,10.00,0.42
31/03/2019,DE12a019b2c45c4,Vidya Poshak,USD,37.00,1.01
31/03/2019,DE12a01a270a906,Change With One Foundation,USD,50.00,1.29
31/03/2019,DE12a01e25b88a4,The CounterMedia Trust,USD,173.00,3.97
31/03/2019,DE12a01fcd99468,Shikshan Ane Samaj Kalyan Kendra,USD,65.00,1.62
31/03/2019,DE12a020054ff58,Vidyarthi Sahayak Samiti,USD,37.00,1.01
31/03/2019,DE12a02143b82d3,Akshaya Aahara Foundation ( AAF),USD,37.00,1.01
31/03/2019,DE12a022587be25,Society for Children (SOCH),USD,250.00,5.65
31/03/2019,DE12a0271753007,Amenity Lifeline Emergency Response Team (ALERT),USD,50.00,1.29
31/03/2019,DE12a02780be3f9,Yuvraj Singh Foundation,USD,400.00,8.92
31/03/2019,DE12a027e1029a9,Let's Live Together Charitable Trust,USD,70.00,1.73
31/03/2019,DE12a028242cd7a,Teach For India,USD,200.00,4.56
31/03/2019,DE12a0290c2fecb,Parivaar Education Society,CAD,49.00,1.00
31/03/2019,DE12a02aa1c5700,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,20.00,0.64
31/03/2019,DE12a02e0259f81,Suyam Charitable Trust,USD,25.00,0.74
31/03/2019,DE12a0314bbc210,Society For Development Activities,CAD,49.00,1.00
31/03/2019,DE12a031aebdb5d,Society for Children (SOCH),AUD,37.00,0.77
31/03/2019,DE12a03d7058363,Khel Khel Mein Foundation,USD,20.00,0.64
31/03/2019,DE12a041a6a3ea7,Vaishnavi Welfare and Charitable Trust,USD,20.00,0.64
31/03/2019,DE12a0466774472,Evidyaloka Trust,USD,30.00,0.85
31/03/2019,DE12a047d5f02ad,Susheel Foundation,USD,20.00,0.64
31/03/2019,DE12a04833d24c4,Vaishnavi Welfare and Charitable Trust,GBP,28.00,1.01
31/03/2019,DE12a04b9c3ec7b,Dream a Dream,USD,20.00,0.64
31/03/2019,DE12a05064dfce4,RadhaKrushna Charitable Trust,GBP,40.00,1.36
31/03/2019,DE12a0518102e43,Happy Horizons Trust,USD,25.00,0.74
31/03/2019,DE12a05485d39b1,Anandam,USD,50.00,1.29
31/03/2019,DE12a056b9b0fa5,Mantra Social Services,EUR,30.00,0.55
31/03/2019,DE12a057f055581,Yuvraj Singh Foundation,USD,50.00,1.29
31/03/2019,DE12a05a63b716e,Bangalore Medical Services Trust,GBP,6.00,0.28
31/03/2019,DE12a06048b548d,Waste Warriors Society,SGD,49.00,0.99
31/03/2019,DE12a060e9a23fb,Gubbachi Learning Community,USD,20.00,0.64
31/03/2019,DE12a06737bd3ec,Akshaya Aahara Foundation ( AAF),USD,100.00,2.38
31/03/2019,DE12a068b4ee7b8,Gramin Samassya Mukti Trust,USD,100.00,2.38
31/03/2019,DE12a0696a8e4a5,Society For Development Activities,AED,133.00,0.99
31/03/2019,DE12a0792226686,World for All Animal Care And Adoptions,EUR,17.00,0.40
31/03/2019,DE12a07dee56487,NavGurukul Foundation for Social Welfare,SGD,100.00,1.81
31/03/2019,DE12a08a9fa0f46,The Akshaya Patra Foundation,USD,50.00,1.29
31/03/2019,DE12a09453929e0,Quality Education Support Trust (QUEST),GBP,51.00,1.68
31/03/2019,DE12a0a5c11f337,Society For Development Activities,AED,239.00,1.62
31/03/2019,DE12a0a71773997,Sayodhya Home for Women in Need,USD,37.00,1.01
31/03/2019,DE12a0a9fddc143,Chehak Trust,GBP,28.00,1.01
31/03/2019,DE12a0ad4fbfaa5,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,37.00,1.01
31/03/2019,DE12a0b06bb4f1d,Happy Horizons Trust,EUR,261.00,3.28
31/03/2019,DE12a0b5edb672b,Sevalaya,USD,130.00,3.03
31/03/2019,DE12a0b64735e96,Tender Heart Education Society,GBP,20.00,0.48
31/03/2019,DE12a0b99b97999,Jal Seva Charitable Foundation (WaterAid India),USD,20.00,0.64
31/03/2019,DE12a0bc574c8e7,Akshaya Aahara Foundation ( AAF),USD,50.00,1.29
31/03/2019,DE12a0bc81e4875,E and H Foundation,USD,30.00,0.85
31/03/2019,DE12a0bdea4d845,Society for Children (SOCH),USD,20.00,0.64
31/03/2019,DE12a0bf320ac01,Society For Development Activities,EUR,20.00,0.44
31/03/2019,DE12a0c4d57264e,Reaching Sky Foundation,USD,100.00,2.38
31/03/2019,DE12a0c5c9118ef,SERUDS - Sai Educational Rural And Urban Development Society,USD,15.00,0.53
31/03/2019,DE12a0c8bab19b6,Cuddles Foundation,USD,50.00,1.29
31/03/2019,DE12a0c910ce79f,Gramin Samassya Mukti Trust,USD,100.00,2.38
31/03/2019,DE12a0c982e5296,Hariraj Charitable Trust,USD,50.00,1.29
31/03/2019,DE12a0cad7ad1bb,Babul Films Society,USD,37.00,1.01
31/03/2019,DE12a0cdfe72da9,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,USD,50.00,1.29
31/03/2019,DE12a0ce620fe04,Ek Tara,EUR,7.00,0.28
31/03/2019,DE12a0cf8f3e899,Sri Sathya Sai Health & Education Trust,USD,65.00,1.62
31/03/2019,DE12a0cf94d3c97,Gir Pachhat Jati Vikas Seva Samiti,USD,30.00,0.85
31/03/2019,DE12a0d218e1bfe,Chehak Trust,AED,100.00,0.79
31/03/2019,DE12a0d44e525ee,Susheel Foundation,USD,50.00,1.29
31/03/2019,DE12a0d4c8d4a03,E and H Foundation,USD,37.00,1.01
31/03/2019,DE12a0d982c8c0e,Synodical Board of Social Services of the Church of North India,USD,261.00,5.89
31/03/2019,DE12a0d9d565c56,Bhumi,USD,251.00,5.67
31/03/2019,DE12a0df2a6cc88,Bangiya Ayurveda Samaj,USD,20.00,0.64
31/03/2019,DE12a0df56a1d15,Sethu Trust,USD,75.00,1.83
31/03/2019,DE12a0e0fa3b587,Vaishnavi Welfare and Charitable Trust,USD,450.00,10.00
31/03/2019,DE12a0e15e19cce,Reaching Sky Foundation,USD,65.00,1.62
31/03/2019,DE12a0e583972de,Prayas,USD,20.00,0.64
31/03/2019,DE12a0e690866ad,Yuvraj Singh Foundation,USD,37.00,1.01
31/03/2019,DE12a0e84b73cb6,Susheel Foundation,USD,65.00,1.62
31/03/2019,DE12a0e8e3ea3bf,Susheel Foundation,USD,15.00,0.53
31/03/2019,DE12a0e9b128591,Fundacja Aravindam Social Development,USD,25.00,0.74
31/03/2019,DE12a0eb32120ba,People for the Respect and Care of Animals,USD,100.00,2.38
31/03/2019,DE12a0eeb109c3b,Bangalore Medical Services Trust,USD,20.00,0.64
31/03/2019,DE12a0efd4128ee,Evidyaloka Trust,USD,100.00,2.38
31/03/2019,DE12a0f23d2a3b0,Deva Kirubai Social Help Association - DKSHA,GBP,20.00,0.48
31/03/2019,DE12a0f34c1efde,Hope Kolkata Foundation,USD,195.00,4.45
31/03/2019,DE12a0f413bd719,Community Reconstruction of Social Service (CROSS),USD,25.00,0.74
31/03/2019,DE12a0f5a3ba183,Chehak Trust,USD,50.00,1.29
31/03/2019,DE12a0f7beeebbf,Amenity Lifeline Emergency Response Team (ALERT),AED,100.00,0.79
31/03/2019,DE12a0f9404ab45,The CounterMedia Trust,AED,400.00,2.57
31/03/2019,DE12a0f987d31b0,Simple Education Foundation,USD,37.00,1.01
31/03/2019,DE12a0f9a0aa69d,Isha Education,GBP,50.00,0.90
31/03/2019,DE12a0fa02c900e,Fundacja Aravindam Social Development,USD,75.00,1.83
31/03/2019,DE12a0fe7d62c96,Centre for Wildlife Studies,USD,37.00,1.01
31/03/2019,DE12a0ff4e8aa37,Sanjeevani Life Beyond Cancer,USD,100.00,2.38
31/03/2019,DE12a10337cffc2,Dream a Dream,USD,100.00,2.38
31/03/2019,DE12a103c248c8e,Parivaar Education Society,GBP,10.00,0.34
31/03/2019,DE12a104aaf2761,Million Sparks Foundation,USD,25.00,0.74
31/03/2019,DE12a10a4281edd,Ek Tara,USD,37.00,1.01
31/03/2019,DE12a10d3030d5d,Hope Kolkata Foundation,USD,10.00,0.42
31/03/2019,DE12a11fce2ff25,Let's Live Together Charitable Trust,EUR,33.00,0.59
31/03/2019,DE12a1498346ea5,NavGurukul Foundation for Social Welfare,USD,25.00,0.74
31/03/2019,DE12a14e5da48a9,Bhumi,USD,250.00,5.65
31/03/2019,DE12a10ad2adf81,PURE India Trust,INR,500.00,11.80
31/03/2019,DE12a10e9211ee7,Society for Children (SOCH),INR,"1,000.00",23.60
31/03/2019,DE12a112583c58e,Chehak Trust,INR,"1,000.00",23.60
31/03/2019,DE12a120fcce992,Change With One Foundation,INR,500.00,11.80
31/03/2019,DE12a12ffc0fe78,Gir Pachhat Jati Vikas Seva Samiti,INR,"1,000.00",20.00
31/03/2019,DE12a14ffac72c8,Bangalore Baptist Hospital Society,INR,"5,000.00",53.10
01/04/2019,DE12a1717aefc6c,Peepal Foundation,USD,100.00,2.38
01/04/2019,DE12a175128f6f0,Babul Films Society,AUD,10.00,0.36
01/04/2019,DE12a17eb6e9074,Babul Films Society,USD,50.00,1.29
01/04/2019,DE12a186e6bc257,Teach For India,USD,25.00,0.75
01/04/2019,DE12a18d987aafe,People for the Respect and Care of Animals,SGD,49.00,0.99
01/04/2019,DE12a1fc1fca1b4,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,37.00,1.01
01/04/2019,DE12a20c9f809b6,Sri Sathya Sai Health & Education Trust,USD,50.00,1.28
01/04/2019,DE12a240d7ab283,Sayodhya Home for Women in Need,USD,15.00,0.53
01/04/2019,DE12a26f893ad4d,Humana People to People India,AUD,50.00,0.97
01/04/2019,DE12a26fa6ccdbf,Prayas,USD,100.00,2.37
01/04/2019,DE12a2750bbde67,Team Everest,USD,100.00,2.37
01/04/2019,DE12a157d8031d6,Akshaya Aahara Foundation ( AAF),INR,"1,000.00",23.60
01/04/2019,DE12a162665ab59,Yuvraj Singh Foundation,INR,500.00,10.00
01/04/2019,DE12a168b2270dd,PURE India Trust,INR,300.00,7.08
01/04/2019,DE12a16922d2157,Agrani India Foundation,INR,"3,000.00",70.80
01/04/2019,DE12a172319af32,Simple Education Foundation,INR,"1,500.00",30.00
01/04/2019,DE12a177be330f4,Vidya Poshak,INR,"1,000.00",20.00
01/04/2019,DE12a17a60371cc,Sahyog Care For You,INR,500.00,10.00
01/04/2019,DE12a17aaec82b5,Sayodhya Home for Women in Need,INR,"1,000.00",20.00
01/04/2019,DE12a17cd2ed992,RadhaKrushna Charitable Trust,INR,"2,500.00",59.00
01/04/2019,DE12a17e5679e1c,Sanjeevani Life Beyond Cancer,INR,50.00,1.18
01/04/2019,DE12a1831dd93f0,Perambalur District Network for HIV Positive People,INR,"10,000.00",106.20
01/04/2019,DE12a18585ef050,Agrasar,INR,"2,500.00",59.00
01/04/2019,DE12a18629750fa,Centre for Wildlife Studies,INR,"1,000.00",9.00
01/04/2019,DE12a1871c2ba03,Deva Kirubai Social Help Association - DKSHA,INR,"1,000.00",23.60
01/04/2019,DE12a18ae70ba7e,Agrani India Foundation,INR,"1,000.00",23.60
01/04/2019,DE12a18d5d05959,Sri Sathya Sai Health & Education Trust,INR,"1,000.00",23.60
01/04/2019,DE12a193ed47147,Sambhav Foundation,INR,475.00,11.21
01/04/2019,DE12a1979008fcf,Collective action for Basic Rights Foundation (CBRF),INR,"1,000.00",9.00
01/04/2019,DE12a1983f665c3,PURE India Trust,INR,500.00,11.80
01/04/2019,DE12a199616293c,Chehak Trust,INR,500.00,4.50
01/04/2019,DE12a19d4ea6996,Gir Pachhat Jati Vikas Seva Samiti,INR,100.00,2.36
01/04/2019,DE12a19f334ea95,Jal Seva Charitable Foundation (WaterAid India),INR,"1,000.00",20.00
01/04/2019,DE12a1a57598595,Agrasar,INR,500.00,11.80
01/04/2019,DE12a1ae06079ae,Vivekananda Youth Forum,INR,"1,500.00",35.40
01/04/2019,DE12a1b20b8fc0b,Breakthrough Trust,INR,"1,000.00",9.00
01/04/2019,DE12a1b23b5d7ec,Evidyaloka Trust,INR,500.00,11.80
01/04/2019,DE12a1b2c615ce1,Breakthrough Trust,INR,500.00,11.80
01/04/2019,DE12a1b2e8b3538,Sevalaya,INR,200.00,4.72
01/04/2019,DE12a1b697114e5,Sant Singaji Educational Society,INR,"1,000.00",23.60
01/04/2019,DE12a1b7c1295d4,Bangalore Medical Services Trust,INR,"6,500.00",153.40
01/04/2019,DE12a1bd2cb0063,People for the Respect and Care of Animals,INR,"4,500.00",106.20
01/04/2019,DE12a1be0dd8262,Reaching Sky Foundation,INR,250.00,5.90
01/04/2019,DE12a1c0e1c5841,Breakthrough Trust,INR,"1,000.00",9.00
01/04/2019,DE12a1ca9e3a1fe,Society for Children (SOCH),INR,"1,000.00",23.60
01/04/2019,DE12a1d5f95088b,Sant Singaji Educational Society,INR,500.00,11.80
01/04/2019,DE12a1d780bdb08,Deesha Education Foundation,INR,"2,500.00",59.00
01/04/2019,DE12a1dc4462af2,South Central India Network for Development Alternatives,INR,"2,000.00",47.20
01/04/2019,DE12a1e0d37d1b1,Chehak Trust,INR,"10,000.00",236.00
01/04/2019,DE12a1e3dd4718f,Khel Khel Mein Foundation,INR,"1,000.00",23.60
01/04/2019,DE12a1ea5df3f0f,Cross Blood Foundation,INR,"1,000.00",23.60
01/04/2019,DE12a1ea635a5d8,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),INR,"1,000.00",23.60
01/04/2019,DE12a1fa52b81ab,The Akshaya Patra Foundation,INR,500.00,11.80
01/04/2019,DE12a203a7ab37a,Bhumi,INR,"2,500.00",59.00
01/04/2019,DE12a2064a7bb09,Cross Blood Foundation,INR,"2,900.00",68.44
01/04/2019,DE12a2140e1e249,E and H Foundation,INR,"5,000.00",118.00
01/04/2019,DE12a2176e54e12,Manzil Mystics,INR,"2,000.00",47.20
01/04/2019,DE12a21e7d8ec63,The CounterMedia Trust,INR,"5,000.00",118.00
01/04/2019,DE12a22eedadc99,Gubbachi Learning Community,INR,500.00,10.00
01/04/2019,DE12a2314349738,Deesha Education Foundation,INR,"5,000.00",118.00
01/04/2019,DE12a23262cfe7c,Quality Education Support Trust (QUEST),INR,"1,000.00",23.60
01/04/2019,DE12a23341a7ad7,Khel Khel Mein Foundation,INR,"1,000.00",23.60
01/04/2019,DE12a23ee1a10d3,Bhumi,INR,500.00,11.80
01/04/2019,DE12a247906267a,Gir Pachhat Jati Vikas Seva Samiti,INR,"1,000.00",23.60
01/04/2019,DE12a253d560879,Hariraj Charitable Trust,INR,"4,000.00",94.40
02/04/2019,DE12a2a9cd230ea,Breakthrough Trust,USD,51.00,1.31
02/04/2019,DE12a2c9622afae,Kriti Social Initiatives,USD,20.00,0.64
02/04/2019,DE12a2ca4786c2b,Tender Heart Education Society,USD,20.00,0.64
02/04/2019,DE12a2dd8ca5a88,E and H Foundation,USD,66.00,1.64
02/04/2019,DE12a35d95589c9,Breakthrough Trust,USD,20.00,0.64
02/04/2019,DE12a3612ca11ff,Humana People to People India,USD,100.00,2.38
02/04/2019,DE12a367570e84c,Susheel Foundation,SGD,80.00,1.49
02/04/2019,DE12a367f26dc9b,Evidyaloka Trust,USD,100.00,2.38
02/04/2019,DE12a378b634725,The CounterMedia Trust,USD,20.00,0.64
02/04/2019,DE12a3808da72e2,Parivaar Education Society,USD,50.00,1.29
02/04/2019,DE12a3812c62539,United Sisters Foundation,USD,50.00,1.29
02/04/2019,DE12a38f916f90d,Y4D Foundation,USD,50.00,1.29
02/04/2019,DE12a3957965890,Bal Sansar Sanstha,USD,50.00,1.29
02/04/2019,DE12a3ac7b2adc8,Agrasar,USD,37.00,1.01
02/04/2019,DE12a3b8caa1aed,The Akshaya Patra Foundation,CAD,231.00,3.99
02/04/2019,DE12a2b1708acd8,The Baale Mane Trust,INR,500.00,4.50
02/04/2019,DE12a2bf6accc53,Akshaya Aahara Foundation ( AAF),INR,230.00,5.43
02/04/2019,DE12a2d1500b8e1,Sambhav Foundation,INR,"5,000.00",118.00
02/04/2019,DE12a2d97b7e5da,Vidyarthi Sahayak Samiti,INR,"1,003.00",23.67
02/04/2019,DE12a2dc5c955e8,South Central India Network for Development Alternatives,INR,500.00,11.80
02/04/2019,DE12a2dcfb0640a,Dream a Dream,INR,300.00,7.08
02/04/2019,DE12a2ecf39d4b5,Perambalur District Network for HIV Positive People,INR,100.00,2.36
02/04/2019,DE12a2ee3086b6f,United Way of Delhi,INR,"1,000.00",9.00
02/04/2019,DE12a2ef110135a,Bhumi,INR,"2,500.00",59.00
02/04/2019,DE12a2f63748ba5,Synodical Board of Social Services of the Church of North India,INR,500.00,10.00
02/04/2019,DE12a2f7533ca5c,Sevalaya,INR,"1,000.00",9.00
02/04/2019,DE12a30543dae78,Sri Sathya Sai Health & Education Trust,INR,"2,500.00",59.00
02/04/2019,DE12a3077210e63,Collective action for Basic Rights Foundation (CBRF),INR,"1,000.00",23.60
02/04/2019,DE12a30c6dcfc00,Vaishnavi Welfare and Charitable Trust,INR,700.00,16.52
02/04/2019,DE12a30d3c2708d,Bangalore Medical Services Trust,INR,500.00,10.00
02/04/2019,DE12a3125f06944,People for the Respect and Care of Animals,INR,"12,000.00",283.20
02/04/2019,DE12a315c396ff8,Yuvraj Singh Foundation,INR,"2,000.00",47.20
02/04/2019,DE12a316975b551,Team Everest,INR,"5,000.00",118.00
02/04/2019,DE12a33464861b4,Foundation for Mother and Child Health,INR,"5,000.00",118.00
02/04/2019,DE12a33a7f7c592,Waste Warriors Society,INR,"1,000.00",20.00
02/04/2019,DE12a33b2e277eb,Chehak Trust,INR,300.00,7.08
02/04/2019,DE12a33cbd4ef95,Mantra Social Services,INR,"15,000.00",354.00
02/04/2019,DE12a33dba5b8c4,Hyderabad Eye Institute ( L V Prasad Eye Institute),INR,"2,600.00",61.36
02/04/2019,DE12a348c247492,Hope Kolkata Foundation,INR,500.00,4.50
02/04/2019,DE12a34d7b36194,Gudia Swayam Sevi Sansthan,INR,"5,000.00",118.00
02/04/2019,DE12a34e67a5826,Vivekananda Youth Forum,INR,400.00,3.60
02/04/2019,DE12a35544898bb,World for All Animal Care And Adoptions,INR,"1,500.00",13.50
02/04/2019,DE12a3562321209,Bangalore Baptist Hospital Society,INR,"1,000.00",23.60
02/04/2019,DE12a356d795628,Babul Films Society,INR,300.00,2.70
02/04/2019,DE12a360cc4eba7,Sayodhya Home for Women in Need,INR,"7,000.00",165.20
02/04/2019,DE12a364eaf0f68,Deva Kirubai Social Help Association - DKSHA,INR,"12,000.00",283.20
02/04/2019,DE12a3674a4236a,United Sisters Foundation,INR,"1,000.00",23.60
02/04/2019,DE12a36cb094566,Babul Films Society,INR,"2,500.00",26.55
02/04/2019,DE12a36cee5a46a,Gir Pachhat Jati Vikas Seva Samiti,INR,"1,000.00",9.00
02/04/2019,DE12a38b08d5db1,Shikshan Ane Samaj Kalyan Kendra,INR,"1,000.00",23.60
02/04/2019,DE12a38f55971be,Vivekananda Youth Forum,INR,"2,000.00",40.00
02/04/2019,DE12a39191c9917,United Sisters Foundation,INR,"3,000.00",31.86
02/04/2019,DE12a3995daf1c8,Fundacja Aravindam Social Development,INR,"1,000.00",23.60
02/04/2019,DE12a3c8a86b4a1,People for the Respect and Care of Animals,INR,"2,500.00",59.00
02/04/2019,DE12a3dfc926c05,Family of Disabled (Fod),INR,500.00,11.80
03/04/2019,DE12a3faddcbdb8,Sambhav Foundation,USD,25.00,0.75
03/04/2019,DE12a4239a41759,Agrani India Foundation,USD,25.00,0.74
03/04/2019,DE12a434e1e73ce,Family of Disabled (Fod),USD,25.00,0.74
03/04/2019,DE12a458206c64c,NavGurukul Foundation for Social Welfare,EUR,30.00,0.55
03/04/2019,DE12a4a0ba6a87b,Quality Education Support Trust (QUEST),USD,30.00,0.85
03/04/2019,DE12a4b59f94f1d,People for the Respect and Care of Animals,USD,66.00,1.62
03/04/2019,DE12a4b9c1ea7b0,Gubbachi Learning Community,USD,30.00,0.85
03/04/2019,DE12a4c38be8b28,Simple Education Foundation,CAD,20.00,0.52
03/04/2019,DE12a4c5f8ba367,Anandam,EUR,59.00,0.89
03/04/2019,DE12a4d5e4bfaa2,PURE India Trust,USD,30.00,0.85
03/04/2019,DE12a4ea5437db9,Chehak Trust,USD,25.00,0.74
03/04/2019,DE12a4eac923cbb,Amenity Lifeline Emergency Response Team (ALERT),USD,66.00,1.62
03/04/2019,DE12a4efff8c71c,Vanavil Trust,USD,10.00,0.42
03/04/2019,DE12a501320b351,Sanjeevani Life Beyond Cancer,CAD,15.00,0.44
03/04/2019,DE12a53d02e07a8,Gir Pachhat Jati Vikas Seva Samiti,GBP,50.00,0.90
03/04/2019,DE12a40079b71b9,Anandam,INR,"1,000.00",23.60
03/04/2019,DE12a40aa4c69db,Change With One Foundation,INR,"1,000.00",20.00
03/04/2019,DE12a41e01a2ef7,Evidyaloka Trust,INR,500.00,11.80
03/04/2019,DE12a4284bc723a,Perambalur District Network for HIV Positive People,INR,"2,500.00",59.00
03/04/2019,DE12a42afe5fa7f,Hariraj Charitable Trust,INR,"5,000.00",118.00
03/04/2019,DE12a43add975f1,Bal Sansar Sanstha,INR,"4,500.00",47.79
03/04/2019,DE12a4497cef0e4,Cuddles Foundation,INR,"1,000.00",23.60
03/04/2019,DE12a45a7d6bea2,Community Reconstruction of Social Service (CROSS),INR,500.00,11.80
03/04/2019,DE12a486c619586,Navnirman Trust (Jagrutha Mahila Sanghatan),INR,"1,000.00",23.60
03/04/2019,DE12a4881b1cd45,United Way of Delhi,INR,200.00,4.72
03/04/2019,DE12a49fd1d2dde,SERUDS - Sai Educational Rural And Urban Development Society,INR,"1,000.00",20.00
03/04/2019,DE12a4a37830af9,Bangalore Baptist Hospital Society,INR,500.00,11.80
03/04/2019,DE12a4aff2f0092,Gramin Samassya Mukti Trust,INR,"1,500.00",35.40
03/04/2019,DE12a4b41704c20,PURE India Trust,INR,"1,000.00",9.00
03/04/2019,DE12a4b518a0006,Prayas,INR,500.00,4.50
03/04/2019,DE12a4b972365b6,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,INR,"2,000.00",47.20
03/04/2019,DE12a4bef71d984,Evidyaloka Trust,INR,500.00,11.80
03/04/2019,DE12a4c14ab3035,Parivaar Education Society,INR,500.00,11.80
03/04/2019,DE12a4c1542198f,NavGurukul Foundation for Social Welfare,INR,200.00,4.72
03/04/2019,DE12a4c285eb6cd,Community Reconstruction of Social Service (CROSS),INR,500.00,10.00
03/04/2019,DE12a4c2bb742ab,Susheel Foundation,INR,"1,000.00",23.60
