Date,Order Id,Nonprofit,Donation Currency,Donation Amount,Fee
25/01/2019,DE124b535a67446,Evidyaloka Trust,AED,100.00,0.79
10/02/2019,DE125f9d4664be1,Bal Sansar Sanstha,USD,10.00,0.42
10/02/2019,DE12606de1876f2,Bangalore Baptist Hospital Society,USD,563.00,12.56
11/02/2019,DE1261b599bd037,Mantra Social Services,USD,36.00,0.99
13/02/2019,DE126452202504e,Sant Singaji Educational Society,USD,15.00,0.53
16/02/2019,DE1267fb5915995,The CounterMedia Trust,USD,25.00,0.75
16/02/2019,DE126807dc68cf2,The Association of People with Disability,USD,100.00,2.40
16/02/2019,DE1268083ee2a55,Bal Sansar Sanstha,USD,100.00,2.40
16/02/2019,DE12682c31304b4,Vaishnavi Welfare and Charitable Trust,CAD,20.00,0.53
16/02/2019,DE12684624205cc,Reaching Sky Foundation,USD,50.00,1.30
17/02/2019,DE1268d69346545,Prayas,USD,200.00,4.61
17/02/2019,DE1268dc5b682fe,Bangalore Medical Services Trust,USD,200.00,4.61
17/02/2019,DE12694569cbba8,Bhumi,GBP,10.00,0.34
17/02/2019,DE126967f733ce5,Babul Films Society,AUD,20.00,0.51
17/02/2019,DE12697012e3bc5,Gir Pachhat Jati Vikas Seva Samiti,GBP,28.00,0.59
17/02/2019,DE126994ff2c3e5,Y4D Foundation,USD,50.00,1.30
17/02/2019,DE1269a9d3348b0,Vidyarthi Sahayak Samiti,AED,129.00,0.97
17/02/2019,DE1269ad86eb743,Agrasar,GBP,6.00,0.28
17/02/2019,DE1269c0fc14d8c,Simple Education Foundation,USD,100.00,2.40
18/02/2019,DE126acabcd6a32,Gir Pachhat Jati Vikas Seva Samiti,USD,36.00,0.99
18/02/2019,DE126acc9d746be,Amenity Lifeline Emergency Response Team (ALERT),USD,25.00,0.75
18/02/2019,DE126adee34ef4e,Bangalore Baptist Hospital Society,USD,50.00,1.30
18/02/2019,DE126ae15123c42,Hariraj Charitable Trust,USD,101.00,2.42
18/02/2019,DE126b2b6420a65,Collective action for Basic Rights Foundation (CBRF),EUR,8.00,0.30
19/02/2019,DE126b7a122d2f8,E and H Foundation,USD,150.00,3.50
19/02/2019,DE126b7a2f0b227,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,25.00,0.75
19/02/2019,DE126b7e8c0ba5f,PURE India Trust,USD,50.00,1.30
19/02/2019,DE126bdf96e7e7a,Let's Live Together Charitable Trust,AUD,25.00,0.59
19/02/2019,DE126c0075e827c,Agrasar,USD,101.00,2.42
19/02/2019,DE126c045fcb5f5,Gubbachi Learning Community,CAD,10.00,0.37
19/02/2019,DE126c072b2ee45,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,100.00,2.40
19/02/2019,DE126c0e09e6005,Centre for Wildlife Studies,USD,50.00,1.30
19/02/2019,DE126c271744c28,Gubbachi Learning Community,USD,100.00,2.40
19/02/2019,DE126c295c1d7c2,Dream a Dream,USD,22.00,0.68
19/02/2019,DE126c2bad881b0,Bangiya Ayurveda Samaj,USD,25.00,0.75
19/02/2019,DE126c3625ac4a9,Sanjeevani Life Beyond Cancer,USD,20.00,0.64
19/02/2019,DE126c402571461,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,250.00,5.70
19/02/2019,DE126c42636d3f0,Sahyog Care For You,GBP,6.00,0.37
19/02/2019,DE126c5f056127d,Y4D Foundation,EUR,5.00,0.32
19/02/2019,DE126c98371ee6f,Humana People to People India,CAD,25.00,0.61
20/02/2019,DE126c991a7ffa6,Yuvraj Singh Foundation,USD,10.00,0.42
20/02/2019,DE126c99c5d02a9,Sethu Trust,USD,25.00,0.75
20/02/2019,DE126c9a45c2d07,Khel Khel Mein Foundation,USD,15.00,0.53
20/02/2019,DE126ca01be2c0e,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,20.00,0.64
20/02/2019,DE126ca39e22e07,Let's Live Together Charitable Trust,USD,20.00,0.64
20/02/2019,DE126ca7e29449f,Susheel Foundation,USD,50.00,1.29
20/02/2019,DE126cc3575fb6e,Cross Blood Foundation,USD,20.00,0.64
20/02/2019,DE126cd9d579f69,Bangalore Medical Services Trust,USD,36.00,0.98
20/02/2019,DE126cda03b2021,Deva Kirubai Social Help Association - DKSHA,USD,40.00,1.07
20/02/2019,DE126d3d29aad54,Vanavil Trust,SGD,30.00,0.68
20/02/2019,DE126d763193506,RadhaKrushna Charitable Trust,USD,36.00,0.99
20/02/2019,DE126d851886880,Cuddles Foundation,USD,36.00,0.99
20/02/2019,DE126d9229191b5,Bangiya Ayurveda Samaj,USD,25.00,0.75
20/02/2019,DE126d978712599,Sant Singaji Educational Society,USD,50.00,1.29
20/02/2019,DE126d9b863fa0c,Agrasar,USD,30.00,0.85
21/02/2019,DE126e28b2bd5a8,Vidyarthi Sahayak Samiti,USD,100.00,2.38
21/02/2019,DE126e538cad352,Agrasar,USD,70.00,1.73
21/02/2019,DE126ea04310059,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,SGD,101.00,1.82
21/02/2019,DE126ea32370e88,Khel Khel Mein Foundation,AUD,20.00,0.51
21/02/2019,DE126eaedfcd26a,Bal Sansar Sanstha,USD,20.00,0.63
21/02/2019,DE126eb6dc75242,Deva Kirubai Social Help Association - DKSHA,EUR,32.00,0.58
21/02/2019,DE126ebd1689ea0,Happy Horizons Trust,USD,61.00,1.53
21/02/2019,DE126ec3375aabe,Vidyarthi Sahayak Samiti,USD,10.00,0.42
21/02/2019,DE126ec71c24101,Society for Children (SOCH),USD,100.00,2.37
21/02/2019,DE126ecd28e5ee2,Humana People to People India,USD,20.00,0.63
21/02/2019,DE126ecda36708c,QUEST Alliance,USD,15.00,0.53
21/02/2019,DE126ece101d8c2,Suyam Charitable Trust,USD,10.00,0.42
21/02/2019,DE126ee634c8beb,PURE India Trust,USD,50.00,1.29
21/02/2019,DE126f027aed662,Parivaar Education Society,USD,20.00,0.63
21/02/2019,DE126f2ac6d41b4,Y4D Foundation,USD,50.00,1.29
21/02/2019,DE126f303c0131c,E and H Foundation,USD,36.00,0.98
22/02/2019,DE126f45f999c47,The Akshaya Patra Foundation,USD,100.00,2.38
22/02/2019,DE126f47ca87d7a,Sambhav Foundation,USD,20.00,0.64
22/02/2019,DE126f52f06f624,Vaishnavi Welfare and Charitable Trust,USD,100.00,2.38
22/02/2019,DE126f59050b8c0,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,50.00,1.29
22/02/2019,DE126f6a2e862a7,Teach For India,USD,50.00,1.29
22/02/2019,DE126f73ea15e26,Quality Education Support Trust (QUEST),USD,36.00,0.98
22/02/2019,DE126f78cc3e499,Khel Khel Mein Foundation,USD,50.00,1.29
22/02/2019,DE126fa858de136,The Association of People with Disability,GBP,20.00,0.48
22/02/2019,DE126faa914634b,Community Reconstruction of Social Service (CROSS),GBP,15.00,0.41
22/02/2019,DE126fabb0db7eb,Tender Heart Education Society,GBP,15.00,0.41
22/02/2019,DE126fb6c1192c2,Amenity Lifeline Emergency Response Team (ALERT),GBP,15.00,0.41
22/02/2019,DE126fca644d1ad,Navnirman Trust (Jagrutha Mahila Sanghatan),GBP,50.00,0.90
22/02/2019,DE126fcbaec1c6f,Sayodhya Home for Women in Need,GBP,20.00,0.48
22/02/2019,DE126fd1f2ea799,Bal Sansar Sanstha,GBP,27.00,0.58
22/02/2019,DE126fe3c958f49,Million Sparks Foundation,USD,10.00,0.42
22/02/2019,DE126ff638b09e7,Sri Sathya Sai Health & Education Trust,USD,150.00,3.48
22/02/2019,DE126ff90e73229,The Akshaya Patra Foundation,USD,20.00,0.64
22/02/2019,DE127014b2c0ee9,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,50.00,1.29
22/02/2019,DE12701fe99185a,Waste Warriors Society,GBP,27.00,0.58
22/02/2019,DE127021dc19c6b,Parivaar Education Society,USD,20.00,0.64
22/02/2019,DE1270227f16ef8,NavGurukul Foundation for Social Welfare,USD,50.00,1.29
22/02/2019,DE127029d451528,Dream a Dream,USD,20.00,0.64
22/02/2019,DE127031bf2ec5b,Prayas,AED,52.00,0.51
22/02/2019,DE12703626f2cce,Vivekananda Youth Forum,USD,10.00,0.42
22/02/2019,DE1270366872df5,The Akshaya Patra Foundation,USD,15.00,0.53
22/02/2019,DE127038fc77099,Reaching Sky Foundation,GBP,50.00,0.90
22/02/2019,DE12703b5891ab5,Happy Horizons Trust,USD,50.00,1.29
22/02/2019,DE12703fba93528,Jal Seva Charitable Foundation (WaterAid India),USD,30.00,0.86
22/02/2019,DE12705b0a70d25,Sayodhya Home for Women in Need,USD,10.00,0.42
22/02/2019,DE12707e31b8089,Million Sparks Foundation,USD,36.00,0.99
23/02/2019,DE1270a6197b47c,Sant Singaji Educational Society,SGD,48.00,0.97
23/02/2019,DE1270ac3c3d0ec,People for the Respect and Care of Animals,USD,8.00,0.37
23/02/2019,DE1270ace458261,Quality Education Support Trust (QUEST),USD,20.00,0.64
23/02/2019,DE1270c5f0938a4,Gramin Samassya Mukti Trust,USD,50.00,1.29
23/02/2019,DE1270e05c386ed,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,20.00,0.64
23/02/2019,DE1270e1ca3149f,Agrasar,SGD,200.00,3.42
23/02/2019,DE127112f64976c,Akshaya Aahara Foundation ( AAF),AED,200.00,1.39
23/02/2019,DE127145304af39,United Sisters Foundation,EUR,5.00,0.32
23/02/2019,DE1271474cb06a1,Bhumi,USD,36.00,0.98
23/02/2019,DE127151a11df6c,Collective action for Basic Rights Foundation (CBRF),USD,10.00,0.42
23/02/2019,DE12715b144b540,Gubbachi Learning Community,USD,10.00,0.42
23/02/2019,DE12717d3e22076,Cross Blood Foundation,USD,15.00,0.53
23/02/2019,DE127190fd1ecf4,Sethu Trust,USD,100.00,2.38
23/02/2019,DE1271cbea9cf39,The CounterMedia Trust,USD,20.00,0.64
23/02/2019,DE1271dafdcfcd8,Fundacja Aravindam Social Development,MYR,58.00,0.51
24/02/2019,DE12721580da23d,Deva Kirubai Social Help Association - DKSHA,USD,50.00,1.29
24/02/2019,DE127230c60bfd9,Perambalur District Network for HIV Positive People,USD,36.00,0.98
24/02/2019,DE1272b54436820,Suyam Charitable Trust,USD,20.00,0.64
24/02/2019,DE1272b598d1e9b,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,SGD,50.00,1.01
24/02/2019,DE1272b9daf332e,Rostrum India Social Organization,USD,25.00,0.74
24/02/2019,DE1272c0d50c1de,Synodical Board of Social Services of the Church of North India,USD,15.00,0.53
24/02/2019,DE1272e11107e2b,Evidyaloka Trust,USD,100.00,2.38
24/02/2019,DE1272e777ddf16,Let's Live Together Charitable Trust,USD,10.00,0.42
25/02/2019,DE127356fb31787,Sethu Trust,USD,15.00,0.53
25/02/2019,DE12735bbcb7d98,The Association of People with Disability,USD,50.00,1.29
25/02/2019,DE127363b6a4c09,United Sisters Foundation,SGD,50.00,1.01
25/02/2019,DE1273716a5c1e0,Deva Kirubai Social Help Association - DKSHA,USD,40.00,1.07
25/02/2019,DE1273dc8e5f488,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,SGD,50.00,1.01
25/02/2019,DE1273fea4d0aed,Gubbachi Learning Community,USD,20.00,0.63
25/02/2019,DE127404b9c163c,Teach For India,USD,15.00,0.53
25/02/2019,DE127412dbbbaad,E and H Foundation,USD,5.00,0.31
25/02/2019,DE1274135f035dd,Sethu Trust,CAD,100.00,1.86
25/02/2019,DE127416571d9fb,Centre for Wildlife Studies,USD,20.00,0.63
25/02/2019,DE12741e907bd2f,Collective action for Basic Rights Foundation (CBRF),USD,50.00,1.29
25/02/2019,DE1274357c7ca77,United Way of Delhi,GBP,11.00,0.35
25/02/2019,DE127475b74f33a,Team Everest,USD,25.00,0.74
26/02/2019,DE12749cd9ec67a,PURE India Trust,USD,50.00,1.28
26/02/2019,DE1274b729373fb,PURE India Trust,USD,30.00,0.85
26/02/2019,DE1274b7e9b2d69,Reaching Sky Foundation,SGD,20.00,0.52
26/02/2019,DE1274c8ea79d27,Suyam Charitable Trust,SGD,20.00,0.52
26/02/2019,DE1274e28bf2a60,Centre for Wildlife Studies,SGD,120.00,2.13
26/02/2019,DE1274fc232c29f,Barefoot Edu Foundation (Kokanes Kohinoor Technical Trust),USD,20.00,0.63
26/02/2019,DE12753fb393d24,Society For Development Activities,USD,20.00,0.63
26/02/2019,DE12754183dbeba,The Baale Mane Trust,USD,20.00,0.63
26/02/2019,DE127550b25c1a8,Team Everest,USD,30.00,0.85
26/02/2019,DE12755391b6b10,Parivaar Education Society,USD,50.00,1.28
26/02/2019,DE12755504559a3,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,10.00,0.42
26/02/2019,DE12755ae18929b,Family of Disabled (Fod),SGD,20.00,0.52
26/02/2019,DE12755e12e35ba,Change With One Foundation,USD,100.00,2.35
26/02/2019,DE1275684101152,Society for Children (SOCH),USD,50.00,1.28
26/02/2019,DE127573e6afdf6,Bhumi,GBP,11.00,0.35
26/02/2019,DE1275778c72a87,Bhumi,USD,30.00,0.85
26/02/2019,DE127584f93bf8d,Isha Education,USD,100.00,2.35
26/02/2019,DE1275872bbfe5c,Perambalur District Network for HIV Positive People,USD,25.00,0.74
26/02/2019,DE127588f79b0dd,QUEST Alliance,USD,4.00,0.29
26/02/2019,DE1275943637be8,Jal Seva Charitable Foundation (WaterAid India),GBP,50.00,0.90
26/02/2019,DE1275a5df2c72b,Sayodhya Home for Women in Need,USD,50.00,1.28
26/02/2019,DE1275bd691fa0f,Agrani India Foundation,USD,15.00,0.52
27/02/2019,DE1275e17fd4788,Bhumi,USD,50.00,1.27
27/02/2019,DE1275f8c740d7f,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,CAD,300.00,5.08
27/02/2019,DE1276033e095be,Babul Films Society,USD,564.00,12.29
27/02/2019,DE12760429887a8,E and H Foundation,USD,30.00,0.84
27/02/2019,DE127610311bb9e,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,100.00,2.34
27/02/2019,DE1276115c1a819,Babul Films Society,USD,36.00,0.97
27/02/2019,DE127619656c097,Million Sparks Foundation,USD,100.00,2.34
27/02/2019,DE127619f10b7df,Gudia Swayam Sevi Sansthan,USD,50.00,1.27
27/02/2019,DE12761adc0c1bc,Gir Pachhat Jati Vikas Seva Samiti,SGD,19.00,0.50
27/02/2019,DE12761e1b4c7ca,Bhumi,SGD,100.00,1.79
27/02/2019,DE12761eb1f3360,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,36.00,0.97
27/02/2019,DE1276209fa4a52,Reaching Sky Foundation,USD,100.00,2.34
27/02/2019,DE1276254ade183,Centre for Wildlife Studies,USD,50.00,1.27
27/02/2019,DE12762e030b456,Jal Seva Charitable Foundation (WaterAid India),USD,150.00,3.41
27/02/2019,DE12762fe14ccd7,Team Everest,USD,50.00,1.27
27/02/2019,DE12763b3325671,Society For Development Activities,USD,51.00,1.29
27/02/2019,DE12769d793cede,QUEST Alliance,USD,81.00,1.93
27/02/2019,DE1276a45b8f142,Sanjeevani Life Beyond Cancer,SGD,19.00,0.50
27/02/2019,DE1276cb70de325,Kriti Social Initiatives,GBP,50.00,0.90
27/02/2019,DE1276cb896afcf,Family of Disabled (Fod),CAD,100.00,1.82
27/02/2019,DE1276cf3b4118b,Simple Education Foundation,USD,40.00,1.05
27/02/2019,DE1276e31b5f91f,Khel Khel Mein Foundation,GBP,27.00,0.98
27/02/2019,DE1276f634aaacc,Sant Singaji Educational Society,GBP,20.00,0.78
27/02/2019,DE1276f744bee58,Bangiya Ayurveda Samaj,USD,564.00,12.24
27/02/2019,DE127709e330977,Rostrum India Social Organization,CAD,30.00,0.69
27/02/2019,DE12770aa963d93,Tender Heart Education Society,USD,25.00,0.73
28/02/2019,DE12772d3811db2,Peepal Foundation,USD,30.00,0.84
28/02/2019,DE12773f568690c,Chehak Trust,SGD,100.00,1.78
28/02/2019,DE127745cfa6d83,Deesha Education Foundation,USD,100.00,2.33
28/02/2019,DE1277484eb8803,E and H Foundation,USD,10.00,0.41
28/02/2019,DE127751ef022e1,Vanavil Trust,USD,25.00,0.73
28/02/2019,DE127760e35d592,Gir Pachhat Jati Vikas Seva Samiti,USD,75.00,1.80
28/02/2019,DE1277847ec194d,Simple Education Foundation,GBP,27.00,0.98
28/02/2019,DE127788339081b,Sahyog Care For You,GBP,51.00,0.91
28/02/2019,DE12778cca775a7,The CounterMedia Trust,SGD,19.00,0.50
28/02/2019,DE12778e1b59b35,Ek Tara,SGD,200.00,3.37
28/02/2019,DE12778f391e182,South Central India Network for Development Alternatives,SGD,200.00,3.37
28/02/2019,DE1277a0e3ecd69,Hariraj Charitable Trust,SGD,50.00,0.99
28/02/2019,DE1277a16118626,Happy Horizons Trust,EUR,10.00,0.44
28/02/2019,DE1277a86d22751,Hope Kolkata Foundation,AED,100.00,0.78
28/02/2019,DE1277afd3d214d,Bangalore Medical Services Trust,GBP,15.00,0.41
28/02/2019,DE1277c9685d405,Agrasar,GBP,5.00,0.27
28/02/2019,DE1277e27d1b715,Sethu Trust,USD,50.00,1.27
28/02/2019,DE1277e63238387,Amenity Lifeline Emergency Response Team (ALERT),USD,25.00,0.73
28/02/2019,DE1277e9bab4bc6,United Sisters Foundation,SGD,20.00,0.52
28/02/2019,DE1277ebf71a738,Teach For India,SGD,100.00,1.78
28/02/2019,DE1277f26831b6e,Gir Pachhat Jati Vikas Seva Samiti,USD,30.00,0.84
28/02/2019,DE1277f8ce43f60,E and H Foundation,USD,25.00,0.73
28/02/2019,DE1277fa843eacb,Quality Education Support Trust (QUEST),USD,10.00,0.41
28/02/2019,DE1277fb6c9324c,Akshaya Aahara Foundation ( AAF),USD,50.00,1.27
28/02/2019,DE1277fbf7eb13d,Team Everest,USD,169.00,3.81
28/02/2019,DE127811a0c6620,Community Reconstruction of Social Service (CROSS),USD,15.00,0.52
28/02/2019,DE127813b0d87a8,Society for Children (SOCH),GBP,20.00,0.48
28/02/2019,DE127816bd1fbc3,Hyderabad Eye Institute ( L V Prasad Eye Institute),USD,20.00,0.63
28/02/2019,DE1278170767b3b,Teach For India,USD,50.00,1.27
28/02/2019,DE12781c3389701,Yuvraj Singh Foundation,GBP,11.00,0.35
28/02/2019,DE12781dcfc68ef,Breakthrough Trust,USD,10.00,0.41
28/02/2019,DE1278228b8e7f2,Society for Children (SOCH),USD,100.00,2.34
28/02/2019,DE127826963b413,Synodical Board of Social Services of the Church of North India,USD,100.00,2.34
28/02/2019,DE1278297a46d4f,United Way of Delhi,USD,25.00,0.73
28/02/2019,DE12783307c69da,Susheel Foundation,GBP,25.00,0.55
28/02/2019,DE127845670bc3a,Fundacja Aravindam Social Development,USD,25.00,0.73
28/02/2019,DE127845dc485d6,Let's Live Together Charitable Trust,EUR,30.00,0.55
01/03/2019,DE1278784453599,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,15.00,0.52
01/03/2019,DE127879b703c7e,Perambalur District Network for HIV Positive People,USD,20.00,0.63
01/03/2019,DE12787fda4927c,Society for Children (SOCH),AUD,5.00,0.28
01/03/2019,DE12788892722de,Reaching Sky Foundation,USD,50.00,1.27
01/03/2019,DE12788eb41de99,Breakthrough Trust,USD,36.00,0.97
01/03/2019,DE127895a9dc2a2,Million Sparks Foundation,USD,50.00,1.27
01/03/2019,DE12789fc1b1f78,Hariraj Charitable Trust,USD,20.00,0.63
01/03/2019,DE1278a7435bdd4,Rostrum India Social Organization,AUD,10.00,0.35
01/03/2019,DE1278c06309088,Anandam,USD,25.00,0.74
01/03/2019,DE1278d3bf6010a,South Central India Network for Development Alternatives,USD,15.00,0.52
01/03/2019,DE1278d42a0c06a,Khel Khel Mein Foundation,SGD,230.00,3.85
01/03/2019,DE1278f2cdd3c56,Agrani India Foundation,AED,100.00,0.78
01/03/2019,DE12790b9c5bdba,Yuvraj Singh Foundation,GBP,30.00,0.62
01/03/2019,DE127919aaa2d47,Hariraj Charitable Trust,USD,36.00,0.97
01/03/2019,DE1279231f1b6fe,Peepal Foundation,USD,25.00,0.74
01/03/2019,DE12792ff770a4d,Centre for Wildlife Studies,EUR,32.00,0.58
01/03/2019,DE12793136334ea,Society For Development Activities,DKK,93.00,0.35
01/03/2019,DE127939a0e5842,Deesha Education Foundation,USD,20.00,0.63
01/03/2019,DE12793a93d778b,Foundation for Mother and Child Health,USD,36.00,0.97
01/03/2019,DE12793c75a8bec,PURE India Trust,USD,100.00,2.35
01/03/2019,DE12793ce3b39ac,Cross Blood Foundation,USD,10.00,0.41
01/03/2019,DE12793d486b24d,Cross Blood Foundation,USD,20.00,0.63
01/03/2019,DE12793eb6a1550,Family of Disabled (Fod),USD,65.00,1.59
01/03/2019,DE1279454e75963,Million Sparks Foundation,USD,36.00,0.97
01/03/2019,DE1279461d6d6a4,Amenity Lifeline Emergency Response Team (ALERT),USD,36.00,0.97
01/03/2019,DE127946df820c2,Million Sparks Foundation,USD,15.00,0.52
01/03/2019,DE1279486a628e3,Happy Horizons Trust,USD,25.00,0.74
01/03/2019,DE12794a0ad79b3,QUEST Alliance,USD,100.00,2.35
01/03/2019,DE12794eaad0630,Dream a Dream,EUR,32.00,0.58
01/03/2019,DE127950a325d13,Tender Heart Education Society,USD,50.00,1.27
01/03/2019,DE127952dd202f1,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,50.00,1.27
01/03/2019,DE127958f6f40a2,Teach For India,USD,30.00,0.84
01/03/2019,DE12795fc8ed45b,Team Everest,USD,120.00,2.78
01/03/2019,DE127968339214e,Synodical Board of Social Services of the Church of North India,USD,36.00,0.97
01/03/2019,DE12796d1fd834c,Tender Heart Education Society,USD,200.00,4.49
01/03/2019,DE12796d81da924,E and H Foundation,USD,36.00,0.97
01/03/2019,DE12796dbcce903,Waste Warriors Society,USD,100.00,2.35
01/03/2019,DE12796f933ddf5,People for the Respect and Care of Animals,USD,50.00,1.27
01/03/2019,DE12797d8e7c0b0,Deva Kirubai Social Help Association - DKSHA,USD,51.00,1.29
01/03/2019,DE12797db436326,United Way of Delhi,USD,15.00,0.52
01/03/2019,DE127993c9079c6,Evidyaloka Trust,USD,50.00,1.27
01/03/2019,DE12799f83dbd40,The Akshaya Patra Foundation,USD,15.00,0.52
01/03/2019,DE1279a1b878169,Rostrum India Social Organization,USD,30.00,0.84
01/03/2019,DE1279a354d497d,Bal Sansar Sanstha,USD,50.00,1.27
01/03/2019,DE1279bc526d54e,Foundation for Mother and Child Health,USD,100.00,2.35
02/03/2019,DE1279cb95a4c3a,Manzil Mystics,USD,100.00,2.35
02/03/2019,DE1279cec77b3ec,Gudia Swayam Sevi Sansthan,USD,20.00,0.63
02/03/2019,DE1279d1f071d65,Anandam,USD,50.00,1.28
02/03/2019,DE1279da4b03b16,Gir Pachhat Jati Vikas Seva Samiti,USD,20.00,0.63
02/03/2019,DE1279e77eb40d0,Reaching Sky Foundation,USD,25.00,0.74
02/03/2019,DE1279e99ddbf66,The Akshaya Patra Foundation,CAD,47.00,0.96
02/03/2019,DE1279ed09427c3,World for All Animal Care And Adoptions,USD,36.00,0.97
02/03/2019,DE1279f8d50b15b,Hariraj Charitable Trust,USD,100.00,2.35
02/03/2019,DE1279f8da6beb3,Change With One Foundation,USD,10.00,0.42
02/03/2019,DE1279fd8877305,United Way of Delhi,USD,50.00,1.28
02/03/2019,DE127a0c4485541,Akshaya Aahara Foundation ( AAF),USD,10.00,0.42
02/03/2019,DE127a0f8c2ddf3,Waste Warriors Society,USD,30.00,0.85
02/03/2019,DE127a1b4ba0334,Hope Kolkata Foundation,USD,25.00,0.74
02/03/2019,DE127a2ecdc8d2d,Deendayal Navrachna Pratisthan Sondara Gurukul Domri,AED,500.00,3.13
02/03/2019,DE127a5cfb353ca,World for All Animal Care And Adoptions,MYR,100.00,0.73
02/03/2019,DE127a734d5f330,Let's Live Together Charitable Trust,CAD,100.00,1.82
02/03/2019,DE127a76d361e08,Cross Blood Foundation,SGD,30.00,0.68
02/03/2019,DE127a7eff1cde4,Vaishnavi Welfare and Charitable Trust,USD,20.00,0.63
02/03/2019,DE127a85fd1bcf6,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,50.00,1.28
02/03/2019,DE127a861e78bdc,Y4D Foundation,USD,20.00,0.63
02/03/2019,DE127a874291f7a,Babul Films Society,USD,25.00,0.74
02/03/2019,DE127a894c5861b,Quality Education Support Trust (QUEST),USD,25.00,0.74
02/03/2019,DE127a8ad62c457,Let's Live Together Charitable Trust,USD,50.00,1.28
02/03/2019,DE127a8d99c95cf,Society for Children (SOCH),USD,50.00,1.28
02/03/2019,DE127a8ff164d30,Simple Education Foundation,USD,50.00,1.28
02/03/2019,DE127a9502780d4,Perambalur District Network for HIV Positive People,USD,100.00,2.35
02/03/2019,DE127a9ad8c5b1c,Sethu Trust,CAD,20.00,0.52
02/03/2019,DE127aa002b1ce8,Rostrum India Social Organization,USD,100.00,2.35
02/03/2019,DE127aa4245e0ed,Foundation for Mother and Child Health,USD,10.00,0.42
02/03/2019,DE127aa53db48bd,Synodical Board of Social Services of the Church of North India,USD,170.00,3.86
02/03/2019,DE127aa5aa8f12d,Mantra Social Services,USD,100.00,2.35
02/03/2019,DE127aa9b21003d,Synodical Board of Social Services of the Church of North India,USD,15.00,0.52
02/03/2019,DE127aaf0c1024f,Y4D Foundation,USD,30.00,0.85
02/03/2019,DE127ab9b0e0781,Hope Kolkata Foundation,USD,25.00,0.74
02/03/2019,DE127ac1441ff5e,Bangiya Ayurveda Samaj,USD,15.00,0.52
02/03/2019,DE127ac3802b9ee,Suyam Charitable Trust,USD,25.00,0.74
02/03/2019,DE127ac663494c6,The Baale Mane Trust,USD,50.00,1.28
02/03/2019,DE127acbdc6fc6a,The CounterMedia Trust,USD,15.00,0.52
02/03/2019,DE127ad20784b7b,Amenity Lifeline Emergency Response Team (ALERT),USD,50.00,1.28
02/03/2019,DE127adfaceafbc,Quality Education Support Trust (QUEST),USD,30.00,0.85
02/03/2019,DE127ae0994af16,Simple Education Foundation,USD,50.00,1.28
02/03/2019,DE127ae12e8c2ec,Sri Sathya Sai Health & Education Trust,USD,20.00,0.63
02/03/2019,DE127aec7b54d38,Sayodhya Home for Women in Need,USD,25.00,0.74
02/03/2019,DE127af5f6f2d6a,Jal Seva Charitable Foundation (WaterAid India),USD,25.00,0.74
02/03/2019,DE127af66c4b3ec,Evidyaloka Trust,USD,40.00,1.06
02/03/2019,DE127b075ecc382,Bal Sansar Sanstha,USD,30.00,0.85
02/03/2019,DE127b14d4794ef,Humana People to People India,USD,50.00,1.28
03/03/2019,DE127b29ae75f12,Navnirman Trust (Jagrutha Mahila Sanghatan),USD,50.00,1.28
03/03/2019,DE127b360478732,United Way of Delhi,USD,25.00,0.74
03/03/2019,DE127b378c1adff,Bangiya Ayurveda Samaj,USD,50.00,1.28
03/03/2019,DE127b3d9f3dcc2,Bal Sansar Sanstha,USD,20.00,0.63
03/03/2019,DE127b427b1466d,Agrasar,USD,100.00,2.35
03/03/2019,DE127b44ccb1c60,Dream a Dream,USD,100.00,2.35
03/03/2019,DE127b4e11db93e,Cross Blood Foundation,USD,50.00,1.28
03/03/2019,DE127b505411d96,Chehak Trust,USD,50.00,1.28
03/03/2019,DE127b5a1b93ce0,Vidyarthi Sahayak Samiti,USD,100.00,2.35
03/03/2019,DE127b6713c4e97,Bal Sansar Sanstha,USD,30.00,0.85
03/03/2019,DE127b6e5b4b196,United Sisters Foundation,USD,50.00,1.28
03/03/2019,DE127b710963d25,Akshaya Aahara Foundation ( AAF),USD,25.00,0.74
03/03/2019,DE127b871e5b2bd,Bangalore Baptist Hospital Society,USD,20.00,0.63
03/03/2019,DE127b89723d4a2,Simple Education Foundation,USD,15.00,0.52
03/03/2019,DE127b95ff3e0f4,Sethu Trust,AED,104.00,0.81
